id,age,gender,course,study_hours,class_attendance,internet_access,sleep_hours,sleep_quality,study_method,facility_rating,exam_difficulty,exam_score
1267,20,female,b.tech,0.96,48.8,yes,8.4,good,mixed,low,moderate,45.7
1268,17,other,diploma,2.79,83.5,yes,5.8,poor,mixed,high,moderate,57.7
1269,19,other,b.sc,2.51,78.8,yes,5.4,poor,self-study,high,hard,53.3
1270,22,male,b.sc,7.47,71.8,yes,7.0,average,self-study,high,hard,68.9
1271,24,other,b.sc,7.91,78.8,yes,4.1,poor,group study,high,moderate,77.9
1272,19,other,diploma,0.7,58.8,no,6.3,poor,online videos,high,moderate,42.7
1273,22,female,bca,2.74,64.5,yes,9.9,poor,group study,low,moderate,52.2
1274,21,male,bba,3.69,76.9,yes,7.3,poor,coaching,medium,moderate,56.2
1275,21,other,b.com,2.96,48.1,yes,4.1,average,online videos,medium,moderate,40.4
1276,22,female,b.sc,6.66,84.0,yes,4.2,good,self-study,low,moderate,76.9
1277,18,other,b.sc,2.81,51.3,yes,5.9,average,self-study,low,hard,48.7
1278,22,female,b.sc,5.23,48.4,yes,9.3,good,mixed,medium,moderate,70.9
1279,22,male,b.com,1.95,54.4,yes,7.6,poor,online videos,low,moderate,39.0
1280,22,male,b.sc,6.21,90.8,yes,8.8,good,online videos,low,moderate,79.1
1281,18,male,diploma,1.46,79.9,yes,4.8,poor,coaching,low,moderate,41.5
1282,21,female,ba,5.38,68.2,yes,7.8,average,coaching,medium,easy,68.3
1283,22,other,diploma,1.88,84.7,yes,9.6,poor,mixed,high,moderate,53.0
1284,21,other,b.sc,6.34,97.4,yes,6.5,good,group study,medium,moderate,84.9
1285,18,other,b.tech,4.1,46.4,yes,7.5,poor,self-study,medium,moderate,67.3
1286,24,other,b.sc,3.4,97.3,yes,4.1,poor,self-study,medium,moderate,50.5
1287,24,female,ba,3.64,70.7,yes,5.6,good,group study,medium,moderate,63.6
1288,19,male,b.com,1.57,40.6,yes,9.0,average,coaching,high,easy,55.9
1289,24,male,b.tech,0.64,97.1,yes,7.5,good,online videos,low,moderate,46.7
1290,23,male,b.tech,7.32,88.9,yes,7.4,good,coaching,medium,easy,95.3
1291,17,other,ba,0.16,61.0,yes,7.2,good,coaching,low,moderate,44.5
1292,20,other,b.tech,6.36,99.4,yes,4.7,average,group study,high,hard,92.3
1293,18,male,b.tech,2.06,45.5,yes,4.7,poor,online videos,medium,hard,44.5
1294,20,female,bba,3.06,59.9,yes,5.9,average,self-study,high,hard,60.5
1295,18,male,b.tech,6.13,40.6,yes,6.8,poor,self-study,high,moderate,65.9
1296,24,female,ba,7.61,46.2,yes,9.6,poor,online videos,high,moderate,61.9
1297,21,male,ba,2.62,44.9,yes,7.4,average,self-study,medium,hard,44.4
1298,17,male,b.tech,2.69,40.6,yes,7.4,poor,mixed,low,hard,37.6
1299,23,other,b.tech,4.0,43.0,yes,4.2,poor,coaching,high,moderate,60.9
1300,19,other,bca,6.63,45.6,yes,9.0,average,mixed,medium,easy,72.4
1301,23,male,b.com,2.86,69.8,yes,6.8,poor,group study,medium,hard,48.3
1302,17,female,b.sc,2.39,78.6,yes,8.6,poor,online videos,high,hard,58.3
1303,18,female,b.tech,7.34,80.2,yes,5.4,good,self-study,medium,moderate,83.2
1304,20,male,diploma,5.74,81.3,yes,7.6,good,self-study,high,hard,74.8
1305,20,male,bba,6.43,96.7,yes,7.9,average,coaching,low,moderate,100.0
1306,22,male,bca,6.01,67.1,yes,4.4,good,coaching,medium,easy,61.2
1307,24,male,b.com,3.02,84.4,yes,9.9,average,group study,high,easy,77.1
1308,18,female,b.tech,4.22,47.0,yes,7.9,average,group study,low,moderate,52.1
1309,17,other,b.sc,7.91,63.7,no,6.5,good,group study,medium,easy,82.0
1310,19,male,b.sc,5.81,93.5,yes,5.9,average,coaching,low,moderate,85.8
1311,22,other,b.sc,2.06,64.6,yes,4.6,poor,online videos,high,easy,41.6
1312,23,male,b.sc,0.55,61.5,yes,9.1,average,self-study,low,moderate,48.8
1313,23,female,bca,0.08,53.2,yes,8.6,good,coaching,high,easy,40.1
1314,19,other,b.com,4.66,48.0,yes,8.8,average,coaching,medium,easy,64.2
1315,23,male,bca,3.88,50.0,yes,6.2,average,online videos,high,easy,59.3
1316,17,male,diploma,6.0,79.2,yes,9.2,good,mixed,low,hard,89.6
1317,20,male,b.tech,5.47,81.2,yes,4.1,good,online videos,high,moderate,89.3
1318,18,male,diploma,3.28,83.5,yes,5.8,average,group study,medium,moderate,53.3
1319,22,other,ba,6.19,73.1,yes,8.4,average,coaching,low,moderate,70.6
1320,18,female,bca,6.27,62.8,yes,4.7,good,online videos,low,moderate,71.2
1321,21,female,diploma,1.66,76.6,yes,8.2,average,online videos,high,easy,55.7
1322,24,other,ba,0.94,51.9,yes,5.9,average,self-study,medium,easy,33.1
1323,20,other,bca,5.2,81.9,yes,4.9,good,mixed,high,moderate,100.0
1324,20,other,ba,2.13,61.0,no,5.6,poor,coaching,high,moderate,50.9
1325,21,other,b.sc,0.11,52.1,yes,5.6,average,online videos,low,moderate,31.5
1326,23,female,b.com,6.69,87.5,yes,9.0,good,self-study,medium,moderate,95.2
1327,22,male,b.tech,0.08,71.1,yes,7.1,poor,mixed,medium,hard,49.9
1328,19,female,ba,3.87,71.9,yes,8.5,average,online videos,medium,moderate,54.9
1329,20,other,diploma,0.44,89.4,yes,8.4,good,online videos,high,moderate,42.5
1330,18,other,b.sc,1.05,84.7,yes,7.8,average,coaching,high,moderate,68.1
1331,24,male,bca,0.99,97.4,yes,7.1,average,self-study,medium,easy,45.5
1332,24,other,b.sc,7.53,72.6,yes,8.0,poor,self-study,low,moderate,78.7
1333,21,male,bca,6.78,92.5,yes,4.2,poor,group study,high,moderate,82.0
1334,24,female,b.com,4.15,88.3,yes,4.7,poor,self-study,high,moderate,50.5
1335,24,male,b.sc,2.66,47.3,yes,4.5,average,group study,low,moderate,40.3
1336,21,female,b.sc,0.57,93.1,yes,4.7,average,coaching,high,moderate,31.4
1337,18,female,ba,2.67,84.8,yes,4.2,poor,group study,low,easy,42.7
1338,24,other,bca,6.53,78.6,yes,9.7,good,coaching,medium,moderate,97.0
1339,24,male,b.sc,2.41,42.1,yes,6.7,good,group study,high,moderate,46.3
1340,23,other,bca,0.8,53.3,yes,5.6,average,self-study,medium,moderate,46.9
1341,19,male,b.com,3.24,94.2,yes,8.6,poor,self-study,high,moderate,59.6
1342,23,female,b.com,4.87,73.1,no,5.3,poor,group study,medium,easy,55.9
1343,21,female,b.tech,7.16,48.9,yes,8.0,good,mixed,medium,hard,83.5
1344,21,female,b.com,7.91,74.0,yes,4.8,poor,self-study,high,hard,68.7
1345,22,female,b.tech,0.27,67.8,yes,8.1,good,self-study,low,moderate,37.2
1346,17,male,b.sc,2.29,41.8,yes,8.0,good,group study,medium,easy,34.2
1347,23,female,b.tech,7.43,86.6,yes,8.9,average,mixed,low,easy,90.5
1348,19,other,ba,7.69,64.6,yes,6.1,good,mixed,medium,hard,90.0
1349,17,male,b.sc,4.26,88.0,yes,8.3,good,self-study,low,easy,61.7
1350,24,female,ba,2.6,69.0,yes,8.3,average,coaching,high,easy,54.1
1351,20,female,b.sc,7.42,44.2,yes,8.1,average,coaching,high,moderate,91.7
1352,23,male,ba,7.47,78.7,yes,9.6,average,mixed,low,moderate,99.2
1353,23,other,b.sc,4.93,46.8,yes,8.7,average,coaching,low,moderate,54.8
1354,19,female,ba,4.26,74.8,yes,9.7,good,mixed,medium,moderate,75.7
1355,18,other,ba,0.63,77.8,yes,4.1,poor,online videos,low,moderate,42.4
1356,18,other,b.tech,7.91,50.8,yes,7.3,average,self-study,low,moderate,85.1
1357,19,other,bca,2.81,82.2,yes,8.0,good,mixed,high,hard,67.8
1358,23,female,b.sc,4.7,84.5,yes,6.0,good,coaching,medium,moderate,79.1
1359,19,other,b.sc,5.37,94.4,yes,7.8,poor,coaching,low,moderate,73.8
1360,22,other,bca,7.08,54.5,yes,5.9,poor,coaching,high,hard,94.8
1361,18,other,b.sc,7.91,97.3,yes,9.7,poor,self-study,high,easy,83.8
1362,20,male,bba,7.77,52.2,yes,5.7,poor,group study,high,moderate,83.0
1363,17,female,b.com,3.45,69.2,yes,5.3,poor,mixed,high,easy,51.5
1364,22,other,bba,5.06,77.0,yes,7.4,poor,mixed,low,moderate,52.2
1365,19,other,b.sc,4.5,67.3,yes,8.9,good,group study,low,easy,49.9
1366,24,male,bba,2.62,68.5,yes,8.9,average,group study,low,moderate,40.3
1367,24,female,ba,0.08,99.4,yes,7.9,average,self-study,high,easy,40.1
1368,18,male,diploma,3.01,78.3,yes,7.4,poor,online videos,high,moderate,56.1
1369,22,other,b.com,7.26,44.1,yes,5.1,poor,self-study,high,hard,70.6
1370,21,other,b.com,3.86,69.9,yes,5.0,good,mixed,high,moderate,69.1
1371,22,male,diploma,4.4,61.8,yes,4.4,poor,group study,medium,easy,51.4
1372,18,female,b.tech,0.66,56.4,yes,5.4,good,mixed,low,moderate,39.2
1373,17,other,b.com,4.79,44.4,yes,4.8,good,coaching,medium,hard,74.8
1374,24,female,b.tech,0.91,93.2,yes,5.7,poor,group study,medium,moderate,50.0
1375,23,other,bca,0.08,91.6,yes,4.3,average,online videos,low,moderate,23.2
1376,24,other,ba,0.3,65.5,yes,7.3,poor,coaching,low,easy,32.9
1377,19,female,b.tech,7.85,70.9,yes,4.2,good,mixed,low,moderate,76.0
1378,17,male,bca,4.64,92.9,yes,6.5,poor,self-study,low,hard,56.5
1379,21,female,diploma,2.2,91.5,yes,9.4,good,online videos,low,moderate,79.7
1380,19,male,bba,0.08,66.6,yes,5.5,poor,group study,low,moderate,37.1
1381,19,male,bca,0.92,43.0,yes,7.0,good,self-study,medium,easy,34.7
1382,22,male,ba,7.91,93.0,yes,5.9,average,self-study,medium,moderate,93.2
1383,23,other,b.tech,3.53,83.4,yes,4.1,good,self-study,low,moderate,48.0
1384,22,female,b.tech,2.82,51.2,yes,9.5,average,mixed,low,easy,54.6
1385,23,other,ba,1.17,54.6,no,6.5,poor,mixed,high,moderate,38.6
1386,17,other,bba,0.08,74.3,yes,8.9,poor,mixed,low,moderate,19.599
1387,20,female,ba,4.74,96.2,yes,7.1,average,mixed,high,easy,70.5
1388,17,female,b.tech,5.61,90.6,yes,5.0,average,coaching,high,easy,59.1
1389,23,male,b.tech,0.9,60.7,yes,6.1,poor,mixed,low,moderate,37.3
1390,17,male,bca,1.2,60.9,no,4.2,poor,mixed,medium,easy,24.4
1391,17,female,b.tech,1.02,51.2,yes,8.3,average,mixed,medium,moderate,48.1
1392,21,female,ba,1.6,43.2,yes,5.1,poor,self-study,low,easy,19.599
1393,22,other,bca,6.3,86.4,yes,8.1,average,coaching,high,hard,93.4
1394,19,other,bca,4.29,73.1,yes,9.9,poor,mixed,high,easy,69.5
1395,20,male,b.sc,5.32,79.6,yes,9.7,good,group study,high,moderate,82.9
1396,18,male,b.com,0.84,81.8,yes,9.9,good,coaching,medium,hard,70.3
1397,19,other,b.sc,1.33,93.0,yes,7.9,poor,group study,medium,moderate,47.4
1398,23,female,diploma,0.71,83.2,yes,9.8,average,mixed,high,moderate,61.7
1399,17,female,b.tech,1.57,73.1,no,8.2,poor,mixed,medium,hard,57.3
1400,23,female,b.sc,0.33,96.3,yes,7.0,good,self-study,medium,moderate,48.9
1401,23,male,bca,7.71,70.4,yes,9.8,good,group study,medium,moderate,91.1
1402,17,female,bba,1.31,43.2,yes,9.9,poor,online videos,medium,moderate,33.7
1403,18,other,b.sc,7.14,95.3,yes,7.9,average,self-study,medium,moderate,82.4
1404,22,other,b.tech,5.26,72.7,yes,6.7,good,coaching,low,moderate,88.8
1405,20,male,bca,1.68,43.1,yes,7.7,poor,self-study,low,easy,45.4
1406,23,male,diploma,4.79,41.5,yes,9.0,good,online videos,high,moderate,70.9
1407,21,male,bba,7.58,82.2,yes,8.9,average,mixed,high,easy,79.9
1408,17,female,b.com,1.79,69.6,yes,6.7,poor,online videos,low,moderate,35.2
1409,21,other,b.tech,6.48,51.2,yes,4.8,good,online videos,medium,moderate,65.9
1410,20,male,b.com,6.43,77.2,yes,6.1,poor,mixed,low,moderate,62.6
1411,19,other,bba,4.08,42.6,yes,9.3,poor,mixed,low,easy,47.9
1412,21,female,b.com,7.15,41.4,yes,5.5,good,group study,medium,moderate,61.4
1413,22,other,bba,1.7,40.6,yes,6.0,average,self-study,medium,moderate,25.8
1414,21,other,bca,2.99,47.5,yes,4.2,good,mixed,low,hard,49.0
1415,21,female,ba,5.86,96.0,yes,5.1,poor,group study,high,easy,86.5
1416,20,female,b.tech,3.02,81.2,yes,9.9,poor,online videos,medium,moderate,48.2
1417,22,male,b.com,4.92,94.9,yes,5.5,average,online videos,low,moderate,73.3
1418,24,other,b.tech,1.76,48.0,yes,5.6,poor,self-study,low,easy,34.8
1419,24,male,b.sc,0.51,40.6,yes,4.5,poor,mixed,low,hard,29.4
1420,24,female,bba,7.91,45.4,yes,9.9,poor,online videos,low,easy,65.8
1421,20,male,diploma,0.55,69.1,no,7.0,poor,self-study,low,moderate,43.4
1422,24,male,b.tech,3.35,72.1,yes,4.1,average,self-study,medium,easy,56.6
1423,21,other,ba,1.68,62.0,no,4.1,average,mixed,medium,moderate,40.4
1424,21,male,b.com,6.71,51.1,yes,8.1,poor,self-study,medium,moderate,66.1
1425,20,male,b.tech,1.17,97.8,yes,9.4,poor,self-study,low,moderate,43.7
1426,23,male,b.tech,4.43,91.7,no,4.1,average,mixed,high,easy,76.3
1427,18,male,ba,2.05,61.0,no,6.5,poor,coaching,high,moderate,50.4
1428,17,other,bca,3.33,88.6,yes,7.7,average,online videos,high,hard,71.4
1429,20,other,bca,2.94,97.6,yes,9.8,average,online videos,low,moderate,68.2
1430,18,female,b.com,2.88,64.0,yes,4.7,average,coaching,high,hard,58.2
1431,21,female,bca,1.64,72.4,yes,5.5,good,coaching,medium,easy,46.2
1432,20,female,b.com,6.41,82.3,yes,4.3,average,mixed,low,moderate,65.6
1433,23,male,bba,0.5,48.0,yes,5.6,average,self-study,high,moderate,35.4
1434,21,other,bca,7.13,84.7,yes,4.1,poor,coaching,medium,moderate,88.0
1435,20,male,b.com,5.34,49.9,yes,6.6,average,coaching,medium,moderate,84.7
1436,18,male,bca,1.54,63.3,yes,9.2,good,group study,medium,easy,65.3
1437,21,male,b.sc,5.95,53.8,no,7.3,average,self-study,low,moderate,80.8
1438,21,other,bca,7.91,75.0,yes,8.9,poor,coaching,high,moderate,91.3
1439,19,male,diploma,1.24,57.4,yes,5.2,average,coaching,high,moderate,47.1
1440,21,male,b.sc,4.32,61.6,yes,9.1,poor,mixed,low,hard,61.3
1441,24,female,b.sc,6.01,62.9,yes,6.7,poor,coaching,high,moderate,74.5
1442,23,male,bca,3.65,99.2,yes,5.9,average,coaching,medium,easy,88.0
1443,23,other,bca,5.35,48.2,yes,9.2,poor,coaching,high,hard,61.7
1444,20,male,bca,0.14,91.0,yes,7.9,average,group study,low,easy,23.9
1445,19,female,bba,7.47,93.6,yes,7.1,poor,coaching,low,moderate,94.0
1446,19,other,b.com,2.01,98.0,yes,4.3,average,online videos,medium,easy,75.8
1447,17,other,bca,7.91,90.8,yes,6.9,average,coaching,low,easy,100.0
1448,21,male,bba,3.69,88.1,no,7.8,good,mixed,medium,moderate,79.2
1449,18,other,diploma,0.08,65.5,yes,6.0,poor,online videos,medium,hard,19.599
1450,21,female,diploma,6.71,62.8,yes,8.5,good,mixed,high,moderate,89.5
1451,18,female,b.sc,0.14,56.4,yes,5.9,average,self-study,low,hard,35.5
1452,17,other,b.sc,4.08,95.1,yes,9.7,average,mixed,medium,easy,62.2
1453,19,female,b.tech,2.19,67.7,yes,9.8,good,self-study,medium,easy,47.9
1454,17,male,b.com,1.46,82.3,yes,6.5,average,coaching,medium,moderate,40.2
1455,22,female,b.sc,2.55,55.0,yes,8.3,average,online videos,medium,easy,60.0
1456,23,male,b.tech,5.23,89.6,yes,7.4,average,online videos,medium,easy,68.3
1457,24,female,b.com,0.08,46.5,yes,5.0,good,online videos,medium,moderate,49.2
1458,22,male,b.com,2.39,95.5,yes,9.2,poor,mixed,medium,moderate,56.1
1459,23,female,bba,5.83,59.9,yes,9.2,average,online videos,medium,moderate,73.8
1460,20,other,ba,2.46,74.7,yes,7.1,good,group study,high,hard,52.7
1461,19,male,bca,2.89,50.1,yes,7.7,average,group study,high,moderate,49.8
1462,21,other,b.com,2.22,42.8,yes,8.8,average,self-study,medium,easy,39.7
1463,20,male,diploma,5.68,85.1,yes,7.9,poor,mixed,medium,moderate,64.1
1464,22,female,b.com,7.13,82.2,yes,8.5,average,online videos,low,hard,86.4
1465,19,female,diploma,7.21,95.2,yes,6.3,average,mixed,medium,moderate,94.8
1466,19,female,b.sc,0.93,58.3,yes,7.7,good,group study,medium,easy,58.4
1467,18,other,b.com,5.08,62.7,yes,9.7,good,mixed,medium,moderate,73.6
1468,18,other,b.tech,2.67,99.4,yes,8.1,poor,coaching,low,moderate,67.4
1469,21,female,diploma,2.82,83.6,yes,7.9,poor,mixed,high,moderate,60.7
1470,22,other,bca,5.4,52.2,yes,4.6,average,online videos,low,moderate,56.8
1471,21,female,b.tech,1.74,84.4,yes,4.2,good,coaching,medium,moderate,73.8
1472,21,other,bca,4.19,49.1,no,4.8,good,coaching,low,easy,65.8
1473,24,female,b.tech,4.93,88.9,no,9.5,good,coaching,medium,easy,100.0
1474,22,female,bca,4.03,62.2,yes,5.2,good,group study,medium,moderate,60.0
1475,18,male,b.com,7.85,80.9,yes,5.3,good,mixed,low,moderate,70.4
1476,20,male,b.sc,0.27,43.1,yes,5.7,average,coaching,low,moderate,25.8
1477,19,other,b.tech,0.7,96.1,yes,4.7,good,online videos,low,hard,46.5
1478,17,other,bca,2.5,61.0,yes,7.6,average,group study,medium,moderate,42.7
1479,24,other,b.tech,2.05,46.8,yes,4.8,average,coaching,medium,hard,46.4
1480,20,other,b.sc,3.58,66.3,yes,6.9,poor,self-study,low,moderate,49.0
1481,24,other,b.com,0.97,64.0,yes,7.6,good,mixed,high,easy,50.9
1482,20,male,bba,6.56,81.7,yes,5.2,poor,mixed,medium,moderate,78.6
1483,18,other,bca,3.82,40.6,yes,9.9,average,group study,high,moderate,52.3
1484,19,male,bba,5.46,44.7,no,4.9,poor,mixed,high,hard,74.3
1485,18,male,b.tech,5.34,80.1,yes,8.7,poor,coaching,low,moderate,52.5
1486,19,female,b.com,3.81,64.5,yes,5.3,poor,group study,medium,easy,46.2
1487,21,female,bba,2.77,47.5,no,9.9,poor,group study,high,easy,52.8
1488,22,male,bca,6.24,83.1,yes,4.5,poor,coaching,high,hard,74.1
1489,18,female,bca,7.2,94.6,yes,6.8,average,group study,low,easy,91.0
1490,20,male,b.tech,7.01,89.1,yes,8.5,average,online videos,low,easy,76.1
1491,17,female,b.sc,0.91,68.0,yes,5.4,average,group study,medium,hard,55.0
1492,21,other,b.sc,6.01,82.5,yes,4.6,poor,mixed,low,easy,76.8
1493,17,other,b.tech,1.83,49.2,yes,4.1,good,online videos,medium,moderate,33.2
1494,18,other,ba,2.1,92.7,yes,4.9,poor,self-study,high,moderate,43.8
1495,21,male,b.tech,7.44,74.8,yes,5.1,poor,group study,low,moderate,68.4
1496,17,female,ba,0.15,52.0,no,7.8,average,self-study,medium,moderate,32.4
1497,24,other,bca,3.64,77.8,no,7.7,average,group study,low,moderate,46.1
1498,22,other,b.tech,0.74,67.8,yes,8.0,poor,group study,high,moderate,46.4
1499,19,other,bca,7.56,86.1,yes,8.7,good,mixed,low,moderate,88.0
1500,19,other,diploma,0.17,55.0,yes,5.0,poor,self-study,medium,hard,34.3
1501,22,other,b.com,1.19,73.8,yes,6.4,poor,self-study,medium,moderate,40.9
1502,23,male,b.com,4.42,51.9,yes,5.1,poor,coaching,medium,moderate,58.3
1503,20,female,bca,7.22,98.8,yes,6.9,average,online videos,low,moderate,91.4
1504,24,other,b.com,6.83,57.0,yes,8.7,average,coaching,medium,moderate,87.3
1505,19,other,bba,4.01,89.6,yes,9.0,poor,coaching,medium,moderate,78.4
1506,23,male,b.com,1.54,72.1,no,7.1,good,online videos,low,hard,28.9
1507,22,male,bba,7.53,93.6,yes,5.4,poor,coaching,medium,moderate,90.6
1508,17,male,b.sc,2.12,70.8,yes,7.8,poor,self-study,low,moderate,40.9
1509,24,other,b.tech,0.34,80.0,yes,7.3,poor,self-study,high,easy,23.8
1510,23,other,ba,5.71,81.0,yes,9.9,good,online videos,high,easy,83.6
1511,23,male,bba,2.7,83.5,yes,8.9,poor,self-study,high,moderate,54.9
1512,24,female,bba,3.17,97.7,yes,8.9,good,mixed,high,hard,73.4
1513,19,female,b.com,4.75,63.1,yes,8.2,average,coaching,low,moderate,64.7
1514,22,female,diploma,0.35,75.3,yes,8.9,average,self-study,high,easy,45.8
1515,24,other,b.tech,4.41,70.1,no,6.2,poor,self-study,low,moderate,49.9
1516,21,female,diploma,4.39,87.6,yes,8.1,good,coaching,high,moderate,73.6
1517,21,male,b.sc,4.0,84.2,yes,8.2,poor,mixed,high,easy,65.3
1518,24,other,b.com,1.06,79.6,yes,9.7,poor,group study,low,easy,52.4
1519,20,female,ba,3.5,83.8,yes,5.4,good,group study,high,moderate,44.5
1520,20,other,b.tech,7.61,57.0,no,9.2,average,mixed,medium,moderate,77.6
1521,24,other,bca,0.4,49.1,yes,9.2,poor,coaching,low,easy,26.5
1522,23,male,b.com,3.74,94.1,yes,6.9,poor,group study,high,moderate,73.6
1523,17,male,bba,7.06,64.4,yes,7.7,good,self-study,low,moderate,76.3
1524,19,male,bba,4.46,68.4,yes,6.4,good,group study,low,moderate,50.6
1525,22,other,b.tech,3.18,77.5,yes,4.4,good,group study,high,easy,69.5
1526,22,other,bca,3.92,50.0,yes,9.5,good,online videos,high,moderate,79.8
1527,21,male,b.tech,1.31,66.7,yes,8.2,good,self-study,high,moderate,52.5
1528,18,other,b.tech,0.67,74.8,no,9.0,good,coaching,low,moderate,56.9
1529,22,female,b.com,2.32,83.3,yes,5.0,poor,coaching,high,moderate,42.6
1530,18,female,b.tech,1.02,51.4,yes,9.4,poor,coaching,low,moderate,44.1
1531,19,male,diploma,7.78,93.5,yes,4.1,poor,mixed,high,moderate,79.4
1532,18,male,b.tech,2.53,46.4,yes,4.1,average,group study,low,moderate,26.0
1533,23,other,bba,3.86,94.8,yes,8.3,average,coaching,low,easy,74.5
1534,17,male,b.com,0.8,89.2,yes,9.9,poor,mixed,low,easy,51.7
1535,21,other,ba,4.88,69.7,yes,4.8,poor,mixed,low,moderate,37.5
1536,19,male,ba,1.53,73.9,yes,4.1,good,coaching,low,easy,65.0
1537,20,other,bba,4.75,89.4,yes,8.1,good,mixed,low,easy,87.8
1538,18,other,bba,2.73,64.0,yes,4.9,good,mixed,low,moderate,51.6
1539,23,female,b.com,0.71,71.4,yes,9.5,average,coaching,low,moderate,35.0
1540,18,other,ba,3.13,53.5,yes,6.4,poor,coaching,high,moderate,65.0
1541,17,other,ba,3.18,66.4,yes,7.5,good,self-study,low,moderate,44.5
1542,22,male,b.sc,3.19,50.3,yes,6.3,average,group study,high,moderate,48.6
1543,22,other,b.com,3.05,77.7,yes,5.5,average,self-study,low,moderate,52.6
1544,20,male,diploma,5.8,54.6,yes,5.5,good,coaching,medium,moderate,73.9
1545,21,male,bba,6.71,68.0,yes,7.9,good,mixed,high,easy,93.7
1546,17,other,b.sc,6.02,92.7,yes,7.4,poor,mixed,high,moderate,79.7
1547,20,female,b.tech,3.66,83.3,yes,4.9,good,online videos,medium,moderate,63.7
1548,20,other,b.com,3.43,77.2,yes,9.4,average,mixed,high,moderate,77.5
1549,18,other,bca,2.58,80.5,yes,9.1,good,self-study,high,moderate,69.5
1550,21,other,bba,5.18,45.4,yes,9.1,average,mixed,medium,moderate,73.9
1551,22,female,b.com,3.37,97.9,yes,9.2,poor,coaching,medium,moderate,56.7
1552,21,male,b.sc,1.58,73.6,yes,4.1,poor,online videos,low,moderate,19.599
1553,23,other,b.sc,2.75,79.3,yes,4.8,average,online videos,low,moderate,41.0
1554,24,male,b.sc,2.55,73.6,yes,7.7,average,coaching,low,moderate,60.7
1555,20,female,b.com,6.8,52.8,yes,6.8,good,self-study,high,easy,83.9
1556,17,female,b.sc,3.29,64.2,yes,5.0,poor,self-study,low,moderate,34.0
1557,21,male,b.com,7.51,82.3,yes,9.2,good,self-study,high,moderate,100.0
1558,20,male,bca,6.1,93.8,yes,9.7,poor,coaching,medium,hard,93.8
1559,18,female,bca,1.44,45.3,yes,7.4,good,coaching,low,easy,37.2
1560,20,female,b.com,3.75,49.4,yes,8.1,poor,self-study,high,moderate,42.8
1561,22,female,b.sc,4.36,62.6,yes,5.7,poor,coaching,medium,moderate,66.2
